sgRNA_ID,drug,rep,rdiff,prop,lab
SUZ12_099,GSK,3,1.214214422690833,3.4818400946623393e-5,SUZ12 240
SUZ12_100,GSK,-1,-2.721940951502219,1.458993757532205e-5,SUZ12 242.5
SUZ12_100,GSK,0,1.1852500116819602,1.458993757532205e-5,SUZ12 242.5
SUZ12_100,GSK,1,-3.5197906784852764,1.6904101023107905e-5,SUZ12 242.5
SUZ12_100,GSK,2,-1.788717544109709,2.299700070878898e-5,SUZ12 242.5
SUZ12_100,GSK,3,-2.857314631911671,3.868710994069266e-6,SUZ12 242.5
SUZ12_101,GSK,-1,-1.0839328719719736,2.4266667523091874e-5,SUZ12 244
SUZ12_101,GSK,0,1.524484800924954,2.4266667523091874e-5,SUZ12 244
SUZ12_101,GSK,1,2.160183204605381,1.3523201018486215e-5,SUZ12 244
SUZ12_101,GSK,2,-1.6269848256749806,3.219580059230458e-5,SUZ12 244
SUZ12_101,GSK,3,-3.7849969948463213,2.7081000958484828e-5,SUZ12 244
SUZ12_102,GSK,-1,-3.099738154705422,2.4997300804114196e-5,SUZ12 256
SUZ12_102,GSK,0,0.9403971089336444,2.4997300804114196e-5,SUZ12 256
SUZ12_102,GSK,1,-3.493619986574349,1.3523201018486215e-5,SUZ12 256
SUZ12_102,GSK,2,-2.1160819857122237,4.599390041757924e-5,SUZ12 256
SUZ12_102,GSK,3,-3.689512491829694,1.547480097627713e-5,SUZ12 256
SUZ12_103,GSK,-1,6.317768412502647,6.13253425567706e-6,SUZ12 258
SUZ12_103,GSK,0,1.9379069715936794,6.13253425567706e-6,SUZ12 258
SUZ12_103,GSK,1,10.39733894778607,1.000000001367e-12,SUZ12 258
SUZ12_103,GSK,2,-1.8486558095183305,1.839760076703118e-5,SUZ12 258
SUZ12_103,GSK,3,10.404622099240203,9.99999998467e-13,SUZ12 258
SUZ12_104,GSK,-1,0.7574108887670651,1.8215837611150508e-5,SUZ12 262
SUZ12_104,GSK,0,1.6160280598283603,1.8215837611150508e-5,SUZ12 262
SUZ12_104,GSK,1,1.9649589549904876,6.761621009243137e-6,SUZ12 262
SUZ12_104,GSK,2,-1.0616481798631285,9.19879088351571e-6,SUZ12 262
SUZ12_104,GSK,3,1.3689218911738361,3.868710094069268e-5,SUZ12 262
SUZ12_105,GSK,-1,0.6966421137324329,2.040787745421648e-5,SUZ12 266
SUZ12_105,GSK,0,1.3586543388624517,2.040787745421648e-5,SUZ12 266
SUZ12_105,GSK,1,1.906888597137072,6.761621009243137e-6,SUZ12 266
SUZ12_105,GSK,2,-2.124809481065653,5.059330035933704e-5,SUZ12 266
SUZ12_105,GSK,3,2.30784722512588,3.868710994069266e-6,SUZ12 266
SUZ12_106,GSK,-1,1.7262558201575287,5.320137630919615e-6,SUZ12 271.5
SUZ12_106,GSK,0,1.6110430118238523,5.320137630919615e-6,SUZ12 271.5
SUZ12_106,GSK,1,1.7745753330275622,6.761621009243137e-6,SUZ12 271.5
SUZ12_106,GSK,2,-6.630123191853038,9.19879088351571e-6,SUZ12 271.5
SUZ12_106,GSK,3,10.034315319298061,9.99999998467e-13,SUZ12 271.5
SUZ12_107,GSK,-1,-0.22704239196831502,9.514130951287324e-6,SUZ12 273
SUZ12_107,GSK,0,0.9186042081108182,9.514130951287324e-6,SUZ12 273
SUZ12_107,GSK,1,5.09288526736247,1.000000001367e-12,SUZ12 273
SUZ12_107,GSK,2,-1.7947033019172587,9.19879088351571e-6,SUZ12 273
SUZ12_107,GSK,3,-3.9793091413501562,1.934360097034626e-5,SUZ12 273
SUZ12_108,GSK,-1,0.3385567780600878,3.0805367424481445e-5,SUZ12 282
SUZ12_108,GSK,0,1.2042492918267218,3.0805367424481445e-5,SUZ12 282
SUZ12_108,GSK,1,2.0552349439055098,1.0142401013864661e-5,SUZ12 282
SUZ12_108,GSK,2,-2.3079817423095057,5.519270030109484e-5,SUZ12 282
SUZ12_108,GSK,3,1.2684171325842595,2.7081000958484828e-5,SUZ12 282
SUZ12_109,GSK,-1,0.09211986784283106,1.4112734202056414e-5,SUZ12 283.5
SUZ12_109,GSK,0,1.6163184337479113,1.4112734202056414e-5,SUZ12 283.5
SUZ12_109,GSK,1,2.3130292198997147,1.0142401013864661e-5,SUZ12 283.5
SUZ12_109,GSK,2,-7.192199210580007,3.219580059230458e-5,SUZ12 283.5
SUZ12_109,GSK,3,5.155529594208786,9.99999998467e-13,SUZ12 283.5
SUZ12_110,GSK,-1,2.9945702527378906,1.533130980585971e-6,SUZ12 287.5
SUZ12_110,GSK,0,2.007839606791078,1.533130980585971e-6,SUZ12 287.5
SUZ12_110,GSK,1,5.208538732686813,1.000000001367e-12,SUZ12 287.5
SUZ12_110,GSK,2,-1.3093708184863193,4.599390941757913e-6,SUZ12 287.5
SUZ12_110,GSK,3,5.084542844013178,9.99999998467e-13,SUZ12 287.5
SUZ12_111,GSK,-1,0.9051680550004099,1.0209150017256818e-4,SUZ12 289
SUZ12_111,GSK,0,2.0734028232261226,1.0209150017256818e-4,SUZ12 289
SUZ12_111,GSK,1,1.813774820093157,4.733140106470203e-5,SUZ12 289
SUZ12_111,GSK,2,-1.0448367384344015,1.93174998553825e-4,SUZ12 289
SUZ12_111,GSK,3,1.9465660833424743,6.57681008991775e-5,SUZ12 289
SUZ12_112,GSK,-1,0.10864697684189295,5.888970939780883e-6,SUZ12 289
SUZ12_112,GSK,0,1.2960920740856587,5.888970939780883e-6,SUZ12 289
SUZ12_112,GSK,1,5.214534790570193,1.000000001367e-12,SUZ12 289
SUZ12_112,GSK,2,-1.8893023968270537,1.3798200825273382e-5,SUZ12 289
SUZ12_112,GSK,3,-2.9992914632174603,3.868710994069266e-6,SUZ12 289
SUZ12_113,GSK,-1,1.5375658484253716,5.186237381598252e-5,SUZ12 289.5
SUZ12_113,GSK,0,2.837075030918904,5.186237381598252e-5,SUZ12 289.5
SUZ12_113,GSK,1,1.4781742770162296,2.3665701032351013e-5,SUZ12 289.5
SUZ12_113,GSK,2,-0.40225188076581275,1.2418399942745802e-4,SUZ12 289.5
SUZ12_113,GSK,3,3.536775149025698,7.737420988138532e-6,SUZ12 289.5
SUZ12_114,GSK,-1,3.5622978091764774,9.999999957236667e-13,SUZ12 304
SUZ12_114,GSK,0,4.533246699547494,9.999999957236667e-13,SUZ12 304
SUZ12_114,GSK,1,4.687565274637898,1.000000001367e-12,SUZ12 304
SUZ12_114,GSK,2,1.4357587669272704,9.999999873370002e-13,SUZ12 304
SUZ12_114,GSK,3,4.563569385964263,9.99999998467e-13,SUZ12 304
SUZ12_115,GSK,-1,7.426696050536508,9.999999957236667e-13,SUZ12 311
SUZ12_115,GSK,0,9.983542430740457,9.999999957236667e-13,SUZ12 311
SUZ12_115,GSK,1,10.37019700416824,1.000000001367e-12,SUZ12 311
SUZ12_115,GSK,2,1.8986150169025167,9.999999873370002e-13,SUZ12 311
SUZ12_115,GSK,3,10.011276130538768,9.99999998467e-13,SUZ12 311
SUZ12_116,GSK,-1,-2.8823454786145937,1.5727570859711333e-5,SUZ12 311
SUZ12_116,GSK,0,0.8482596113682918,1.5727570859711333e-5,SUZ12 311
SUZ12_116,GSK,1,2.188675223009374,3.380811004621569e-6,SUZ12 311
SUZ12_116,GSK,2,-7.253842507530272,3.219580059230458e-5,SUZ12 311
SUZ12_116,GSK,3,-3.581869151322883,1.1606100982207848e-5,SUZ12 311
SUZ12_117,GSK,-1,1.7830974615813722,8.792604237803516e-6,SUZ12 311.5
SUZ12_117,GSK,0,1.4292490449036914,8.792604237803516e-6,SUZ12 311.5
SUZ12_117,GSK,1,-2.723717547125618,3.380811004621569e-6,SUZ12 311.5
SUZ12_117,GSK,2,-2.082061089333688,2.299700070878898e-5,SUZ12 311.5
SUZ12_117,GSK,3,10.155071021203423,9.99999998467e-13,SUZ12 311.5
SUZ12_118,GSK,-1,0.3490145097296473,4.355834292528326e-6,SUZ12 318.5
SUZ12_118,GSK,0,1.6736991828880616,4.355834292528326e-6,SUZ12 318.5
SUZ12_118,GSK,1,10.347302562387782,1.000000001367e-12,SUZ12 318.5
SUZ12_118,GSK,2,-6.445008342318331,9.19879088351571e-6,SUZ12 318.5
SUZ12_118,GSK,3,-2.855250690880509,3.868710994069266e-6,SUZ12 318.5
SUZ12_119,GSK,-1,1.7872264765083552,9.757667600516838e-6,SUZ12 319.5
SUZ12_119,GSK,0,1.6282894060993747,9.757667600516838e-6,SUZ12 319.5
SUZ12_119,GSK,1,10.619416446813428,1.000000001367e-12,SUZ12 319.5
SUZ12_119,GSK,2,-1.7041962201389156,1.3798200825273382e-5,SUZ12 319.5
SUZ12_119,GSK,3,-3.553540797149447,1.547480097627713e-5,SUZ12 319.5
SUZ12_120,GSK,-1,0.986920382031183,6.469606696953385e-5,SUZ12 320.5
SUZ12_120,GSK,0,1.9631999959744004,6.469606696953385e-5,SUZ12 320.5
SUZ12_120,GSK,1,1.8633447176683289,1.6904101023107905e-5,SUZ12 320.5
SUZ12_120,GSK,2,-1.3007008362289203,1.655779989032858e-4,SUZ12 320.5
SUZ12_120,GSK,3,2.3981172646541404,1.1606100982207848e-5,SUZ12 320.5
SUZ12_121,GSK,-1,0.34533238351740425,4.660316732075762e-5,SUZ12 327
SUZ12_121,GSK,0,1.3302928759329067,4.660316732075762e-5,SUZ12 327
SUZ12_121,GSK,1,1.8421030575935802,3.380810104621568e-5,SUZ12 327
SUZ12_121,GSK,2,-2.072243983700545,8.278909995164163e-5,SUZ12 327
SUZ12_121,GSK,3,1.2661380766591774,2.3212300964415544e-5,SUZ12 327
SUZ12_122,GSK,-1,2.9322037757741906,3.0662642945052366e-6,SUZ12 332
SUZ12_122,GSK,0,1.7449239561512664,3.0662642945052366e-6,SUZ12 332
SUZ12_122,GSK,1,5.246446875540808,1.000000001367e-12,SUZ12 332
SUZ12_122,GSK,2,-6.557137029684667,9.19879088351571e-6,SUZ12 332
SUZ12_122,GSK,3,10.10730148146643,9.99999998467e-13,SUZ12 332
SUZ12_123,GSK,-1,1.2602527254791902,3.0662642945052366e-6,SUZ12 332.5
SUZ12_123,GSK,0,-2.8840568733544023,3.0662642945052366e-6,SUZ12 332.5
SUZ12_123,GSK,1,5.236112656778894,1.000000001367e-12,SUZ12 332.5
SUZ12_123,GSK,2,-6.567471248446582,9.19879088351571e-6,SUZ12 332.5
SUZ12_123,GSK,3,5.112116768105259,9.99999998467e-13,SUZ12 332.5
SUZ12_124,GSK,-1,-3.0123161516567567,2.0946130963175125e-5,SUZ12 338
SUZ12_124,GSK,0,0.8081116299014046,2.0946130963175125e-5,SUZ12 338
SUZ12_124,GSK,1,-3.7865006627402047,3.042730104159412e-5,SUZ12 338
SUZ12_124,GSK,2,-1.4843021266476268,9.19879088351571e-6,SUZ12 338
SUZ12_124,GSK,3,-3.766145665582438,2.3212300964415544e-5,SUZ12 338
SUZ12_125,GSK,-1,-3.1014590098919648,2.459113415840216e-5,SUZ12 338
SUZ12_125,GSK,0,0.7727056516812993,2.459113415840216e-5,SUZ12 338
SUZ12_125,GSK,1,1.4931372986957863,1.6904101023107905e-5,SUZ12 338
SUZ12_125,GSK,2,-7.225045163540311,4.139450047582144e-5,SUZ12 338
SUZ12_125,GSK,3,-3.57246916483137,1.547480097627713e-5,SUZ12 338
SUZ12_126,GSK,-1,0.32315556036664156,2.66006764879316e-6,SUZ12 339.5
SUZ12_126,GSK,0,1.7636695512786587,2.66006764879316e-6,SUZ12 339.5
SUZ12_126,GSK,1,2.1563178436822916,3.380811004621569e-6,SUZ12 339.5
SUZ12_126,GSK,2,-6.248380080513806,4.599390941757913e-6,SUZ12 339.5
SUZ12_126,GSK,3,5.061528917931439,9.99999998467e-13,SUZ12 339.5
SUZ12_127,GSK,-1,-1.0519911201009369,2.3301567493712398e-5,SUZ12 341
SUZ12_127,GSK,0,1.548109444007983,2.3301567493712398e-5,SUZ12 341
SUZ12_127,GSK,1,2.1059448820503923,1.6904101023107905e-5,SUZ12 341
SUZ12_127,GSK,2,-7.209489593948874,4.139450047582144e-5,SUZ12 341
SUZ12_127,GSK,3,1.947571351595671,1.1606100982207848e-5,SUZ12 341
SUZ12_128,GSK,-1,2.2043554043441556,2.66006764879316e-6,SUZ12 345
SUZ12_128,GSK,0,2.2728661332364197,2.66006764879316e-6,SUZ12 345
SUZ12_128,GSK,1,2.552884895727531,3.380811004621569e-6,SUZ12 345
SUZ12_128,GSK,2,-1.166866172597281,4.599390941757913e-6,SUZ12 345
SUZ12_128,GSK,3,5.227047489902217,9.99999998467e-13,SUZ12 345
SUZ12_129,GSK,-1,-1.433083690438099,2.4348374200160863e-5,SUZ12 346
SUZ12_129,GSK,0,0.9992812010260571,2.4348374200160863e-5,SUZ12 346
SUZ12_129,GSK,1,1.8394870598417568,6.761621009243137e-6,SUZ12 346
SUZ12_129,GSK,2,-7.151138560128809,2.7596400650546778e-5,SUZ12 346
SUZ12_129,GSK,3,1.0124004289727546,3.868710094069268e-5,SUZ12 346
SUZ12_130,GSK,-1,0.30697217290867945,1.3301140934954259e-5,SUZ12 349.5
SUZ12_130,GSK,0,1.2323743836698036,1.3301140934954259e-5,SUZ12 349.5
SUZ12_130,GSK,1,1.7714422865156345,6.761621009243137e-6,SUZ12 349.5
SUZ12_130,GSK,2,-1.9335095205367372,1.3798200825273382e-5,SUZ12 349.5
SUZ12_130,GSK,3,1.082983752747141,1.934360097034626e-5,SUZ12 349.5
SUZ12_131,GSK,-1,0.46230709683264787,2.0478874181770028e-5,SUZ12 350
SUZ12_131,GSK,0,1.4493953358646041,2.0478874181770028e-5,SUZ12 350
SUZ12_131,GSK,1,1.9701086180120366,1.6904101023107905e-5,SUZ12 350
SUZ12_131,GSK,2,-2.3057388948344406,3.679510053406365e-5,SUZ12 350
SUZ12_131,GSK,3,1.7225515673203475,7.737420988138532e-6,SUZ12 350
SUZ12_132,GSK,-1,-2.5942785573128706,9.595037604034267e-6,SUZ12 354
SUZ12_132,GSK,0,1.40328494618521,9.595037604034267e-6,SUZ12 354
SUZ12_132,GSK,1,2.480143740987593,3.380811004621569e-6,SUZ12 354
SUZ12_132,GSK,2,-6.74153029950708,1.3798200825273382e-5,SUZ12 354
SUZ12_132,GSK,3,-3.5214491134191253,1.1606100982207848e-5,SUZ12 354
SUZ12_133,GSK,-1,-0.8275422470263538,1.395087089656256e-5,SUZ12 359
SUZ12_133,GSK,0,1.7144876468301158,1.395087089656256e-5,SUZ12 359
SUZ12_133,GSK,1,2.9308399244899492,3.380811004621569e-6,SUZ12 359
SUZ12_133,GSK,2,-6.868704118158863,2.299700070878898e-5,SUZ12 359
SUZ12_133,GSK,3,1.4552374525898526,1.547480097627713e-5,SUZ12 359
SUZ12_134,GSK,-1,-0.46837035420798673,2.7702833321487645e-4,SUZ12 361
SUZ12_134,GSK,0,0.4969151513141036,2.7702833321487645e-4,SUZ12 361
SUZ12_134,GSK,1,1.0265634164902862,1.8256400124956498e-4,SUZ12 361
SUZ12_134,GSK,2,-2.662704598223283,2.3456899802965278e-4,SUZ12 361
SUZ12_134,GSK,3,0.2310301191090367,4.1395200036541157e-4,SUZ12 361
SUZ12_135,GSK,-1,-1.5028176542843805,5.92668072922631e-5,SUZ12 366.5
SUZ12_135,GSK,0,0.939585293329621,5.92668072922631e-5,SUZ12 366.5
SUZ12_135,GSK,1,2.5681593839983936,6.761621009243137e-6,SUZ12 366.5
SUZ12_135,GSK,2,-2.598390437009286,7.818970000988383e-5,SUZ12 366.5
SUZ12_135,GSK,3,-4.478221909842249,9.284910085766233e-5,SUZ12 366.5
SUZ12_136,GSK,-1,5.748099634511029,9.999999957236667e-13,SUZ12 368.5
SUZ12_136,GSK,0,9.832694854907759,9.999999957236667e-13,SUZ12 368.5
SUZ12_136,GSK,1,10.353217419675847,1.000000001367e-12,SUZ12 368.5
SUZ12_136,GSK,2,1.8816354324101239,9.999999873370002e-13,SUZ12 368.5
SUZ12_136,GSK,3,5.009446051447116,9.99999998467e-13,SUZ12 368.5
SUZ12_137,GSK,-1,0.849940733038708,1.2813240945506606e-5,SUZ12 373
SUZ12_137,GSK,0,1.7979526940761752,1.2813240945506606e-5,SUZ12 373
SUZ12_137,GSK,1,1.735617444974688,1.6904101023107905e-5,SUZ12 373
SUZ12_137,GSK,2,-1.345489350165067,1.3798200825273382e-5,SUZ12 373
SUZ12_137,GSK,3,2.159694104306503,7.737420988138532e-6,SUZ12 373
SUZ12_138,GSK,-1,-2.872123948480034,1.507780756476975e-5,SUZ12 375.5
SUZ12_138,GSK,0,1.1495677201592602,1.507780756476975e-5,SUZ12 375.5
SUZ12_138,GSK,1,2.097802986328028,6.761621009243137e-6,SUZ12 375.5
SUZ12_138,GSK,2,-7.026632953958794,2.299700070878898e-5,SUZ12 375.5
SUZ12_138,GSK,3,-3.687541877809336,1.547480097627713e-5,SUZ12 375.5
SUZ12_139,GSK,-1,0.2493033436269946,3.5434443344374632e-06,SUZ12 377
SUZ12_139,GSK,0,1.6293553752648582,3.5434443344374632e-06,SUZ12 377
SUZ12_139,GSK,1,1.805257343896505,6.761621009243137e-6,SUZ12 377
SUZ12_139,GSK,2,1.9523362165307523,9.999999873370002e-13,SUZ12 377
SUZ12_139,GSK,3,-3.0096835295462734,3.868710994069266e-6,SUZ12 377
SUZ12_140,GSK,-1,2.720163998983449,3.380801004621549e-6,SUZ12 379.5
SUZ12_140,GSK,0,1.6547797760526106,3.380801004621549e-6,SUZ12 379.5
SUZ12_140,GSK,1,1.5893758950431913,1.0142401013864661e-5,SUZ12 379.5
SUZ12_140,GSK,2,1.721652741435082,9.999999873370002e-13,SUZ12 379.5
SUZ12_140,GSK,3,4.8494633604720745,9.99999998467e-13,SUZ12 379.5
SUZ12_141,GSK,-1,-3.2344948602410653,4.094780077167949e-5,SUZ12 385.5
SUZ12_141,GSK,0,1.0316383644539795,4.094780077167949e-5,SUZ12 385.5
SUZ12_141,GSK,1,1.5571085128859725,4.0569701055458786e-5,SUZ12 385.5
SUZ12_141,GSK,2,-7.384068070821446,5.519270030109484e-5,SUZ12 385.5
SUZ12_141,GSK,3,-3.8765250227877224,2.7081000958484828e-5,SUZ12 385.5
SUZ12_142,GSK,-1,-1.4103602480670836,3.24904341187012e-5,SUZ12 387
SUZ12_142,GSK,0,1.284232890685292,3.24904341187012e-5,SUZ12 387
SUZ12_142,GSK,1,1.9318633072108335,2.3665701032351013e-5,SUZ12 387
SUZ12_142,GSK,2,-2.395149486598238,5.059330035933704e-5,SUZ12 387
SUZ12_142,GSK,3,-3.7677945648138462,2.3212300964415544e-5,SUZ12 387
SUZ12_143,GSK,-1,0.733897407313922,2.855070739707839e-5,SUZ12 390
SUZ12_143,GSK,0,1.4871874428798721,2.855070739707839e-5,SUZ12 390
SUZ12_143,GSK,1,2.094840933430454,1.3523201018486215e-5,SUZ12 390
SUZ12_143,GSK,2,-2.062004756599877,6.439150018461042e-5,SUZ12 390
SUZ12_143,GSK,3,2.168856045111189,7.737420988138532e-6,SUZ12 390
SUZ12_144,GSK,-1,-1.0914013997004646,1.184890094044863e-5,SUZ12 392
SUZ12_144,GSK,0,1.4629074151898416,1.184890094044863e-5,SUZ12 392
SUZ12_144,GSK,1,1.9537392057819518,1.0142401013864661e-5,SUZ12 392
SUZ12_144,GSK,2,-1.7660146275127766,1.3798200825273382e-5,SUZ12 392
SUZ12_144,GSK,3,-3.461928777370569,1.1606100982207848e-5,SUZ12 392
SUZ12_145,GSK,-1,-0.6991886707169228,1.932203333901771e-4,SUZ12 397
SUZ12_145,GSK,0,0.2774199242005899,1.932203333901771e-4,SUZ12 397
SUZ12_145,GSK,1,0.8165497888994407,1.2509000117099804e-4,SUZ12 397
SUZ12_145,GSK,2,-3.007599626816224,2.0697299837910092e-4,SUZ12 397
SUZ12_145,GSK,3,0.09348382576601488,2.475980006204323e-4,SUZ12 397
SUZ12_146,GSK,-1,-0.799899880079158,7.736634297149879e-6,SUZ12 399
SUZ12_146,GSK,0,1.7578743682956184,7.736634297149879e-6,SUZ12 399
SUZ12_146,GSK,1,1.9909368414987378,1.0142401013864661e-5,SUZ12 399
SUZ12_146,GSK,2,-1.4166752293012446,9.19879088351571e-6,SUZ12 399
SUZ12_146,GSK,3,-2.9739612524349672,3.868710994069266e-6,SUZ12 399
SUZ12_147,GSK,-1,0.17084342584218062,3.2084234139655784e-5,SUZ12 420
SUZ12_147,GSK,0,1.1521958934512955,3.2084234139655784e-5,SUZ12 420
SUZ12_147,GSK,1,1.5559801048563215,2.7046501036972567e-5,SUZ12 420
SUZ12_147,GSK,2,-2.18688735241517,4.599390041757924e-5,SUZ12 420
SUZ12_147,GSK,3,1.1434375250853903,2.3212300964415544e-5,SUZ12 420
SUZ12_148,GSK,-1,-2.688821532908653,8.863567632023731e-6,SUZ12 429.5
SUZ12_148,GSK,0,1.3300940744390743,8.863567632023731e-6,SUZ12 429.5
SUZ12_148,GSK,1,1.6253060003641657,1.3523201018486215e-5,SUZ12 429.5
SUZ12_148,GSK,2,-6.640764125263973,9.19879088351571e-6,SUZ12 429.5
SUZ12_148,GSK,3,-3.0510064738261513,3.868710994069266e-6,SUZ12 429.5
SUZ12_149,GSK,-1,1.098112413445649,7.665667569596328e-6,SUZ12 437
SUZ12_149,GSK,0,-3.371989739368052,7.665667569596328e-6,SUZ12 437
SUZ12_149,GSK,1,5.236868656522606,1.000000001367e-12,SUZ12 437
SUZ12_149,GSK,2,-7.05540418403463,2.299700070878898e-5,SUZ12 437
SUZ12_149,GSK,3,5.112872767848971,9.99999998467e-13,SUZ12 437
SUZ12_150,GSK,-1,-3.042326381132122,2.6742674276371617e-5,SUZ12 449
SUZ12_150,GSK,0,0.7264964941502963,2.6742674276371617e-5,SUZ12 449
SUZ12_150,GSK,1,0.8713153669562613,5.409300107394514e-5,SUZ12 449
SUZ12_150,GSK,2,-6.794026390758132,1.839760076703118e-5,SUZ12 449
SUZ12_150,GSK,3,-3.204268119594495,7.737420988138532e-6,SUZ12 449
SUZ12_151,GSK,-1,-0.39836804537405573,1.1686274277299377e-5,SUZ12 450
SUZ12_151,GSK,0,2.5302337445742267,1.1686274277299377e-5,SUZ12 450
SUZ12_151,GSK,1,-3.3325370878687828,1.3523201018486215e-5,SUZ12 450
SUZ12_151,GSK,2,-0.3373018103072092,1.3798200825273382e-5,SUZ12 450
SUZ12_151,GSK,3,2.4747347620538247,7.737420988138532e-6,SUZ12 450
SUZ12_152,GSK,-1,4.778221211615245,1.2895709980230848e-6,SUZ12 452
SUZ12_152,GSK,0,2.528018960703047,1.2895709980230848e-6,SUZ12 452
SUZ12_152,GSK,1,5.222800519655561,1.000000001367e-12,SUZ12 452
SUZ12_152,GSK,2,6.8869893478906805,9.999999873370002e-13,SUZ12 452
SUZ12_152,GSK,3,2.2248737672994934,3.868710994069266e-6,SUZ12 452
SUZ12_153,GSK,-1,0.3770561384946891,2.66006764879316e-6,SUZ12 452
SUZ12_153,GSK,0,1.769082404062523,2.66006764879316e-6,SUZ12 452
SUZ12_153,GSK,1,-2.754264689825334,3.380811004621569e-6,SUZ12 452
SUZ12_153,GSK,2,-1.2542402785950486,4.599390941757913e-6,SUZ12 452
SUZ12_153,GSK,3,5.13967338390445,9.99999998467e-13,SUZ12 452
SUZ12_154,GSK,-1,-1.4322888938767548,3.787004317000349e-6,SUZ12 459
SUZ12_154,GSK,0,-3.0165488710209796,3.787004317000349e-6,SUZ12 459
SUZ12_154,GSK,1,-3.1713968884962576,6.761621009243137e-6,SUZ12 459
SUZ12_154,GSK,2,-6.217689395789626,4.599390941757913e-6,SUZ12 459
SUZ12_154,GSK,3,5.092219602655619,9.99999998467e-13,SUZ12 459
SUZ12_155,GSK,-1,0.15434888123177984,4.355834292528326e-6,SUZ12 472
SUZ12_155,GSK,0,1.4790335543901953,4.355834292528326e-6,SUZ12 472
SUZ12_155,GSK,1,10.152636933889912,1.000000001367e-12,SUZ12 472
SUZ12_155,GSK,2,-6.639673970816197,9.19879088351571e-6,SUZ12 472
SUZ12_155,GSK,3,-3.0499163193783754,3.868710994069266e-6,SUZ12 472
SUZ12_156,GSK,-1,0.5104684709018401,2.022540094067998e-5,SUZ12 482
SUZ12_156,GSK,0,1.5938951812482618,2.022540094067998e-5,SUZ12 482
SUZ12_156,GSK,1,1.901954130880485,2.3665701032351013e-5,SUZ12 482
SUZ12_156,GSK,2,-1.8280041585202689,1.3798200825273382e-5,SUZ12 482
SUZ12_156,GSK,3,1.4574554403453042,2.3212300964415544e-5,SUZ12 482
SUZ12_157,GSK,-1,-1.3243841594511685,2.039793419568931e-5,SUZ12 483
SUZ12_157,GSK,0,1.2955886030207857,2.039793419568931e-5,SUZ12 483
SUZ12_157,GSK,1,1.9742760324202633,1.3523201018486215e-5,SUZ12 483
SUZ12_157,GSK,2,-2.2749880519413352,3.219580059230458e-5,SUZ12 483
SUZ12_157,GSK,3,-3.6724404588324333,1.547480097627713e-5,SUZ12 483
SUZ12_158,GSK,-1,-1.119340688355303,2.4753767488217973e-5,SUZ12 484
SUZ12_158,GSK,0,1.4613284008123242,2.4753767488217973e-5,SUZ12 484
SUZ12_158,GSK,1,2.02091323762002,1.3523201018486215e-5,SUZ12 484
SUZ12_158,GSK,2,-1.7300127169420896,4.139450047582144e-5,SUZ12 484
SUZ12_158,GSK,3,-3.648922585743839,1.934360097034626e-5,SUZ12 484
SUZ12_159,GSK,-1,-1.7575597440901731,7.426624052980536e-4,SUZ12 495
SUZ12_159,GSK,0,-0.39772210610057424,7.426624052980536e-4,SUZ12 495
SUZ12_159,GSK,1,-0.5138488718631831,0.0022110510040225066,SUZ12 495
SUZ12_159,GSK,2,-1.4159329549520276,9.19879088351571e-6,SUZ12 495
SUZ12_159,GSK,3,-3.3428974054553087,7.737420988138532e-6,SUZ12 495
SUZ12_160,GSK,-1,0.6657901702066223,1.395087089656256e-5,SUZ12 499
SUZ12_160,GSK,0,1.4936730194015801,1.395087089656256e-5,SUZ12 499
SUZ12_160,GSK,1,2.4278549912950367,3.380811004621569e-6,SUZ12 499
SUZ12_160,GSK,2,-1.919215691842334,2.299700070878898e-5,SUZ12 499
SUZ12_160,GSK,3,1.4887312111671644,1.547480097627713e-5,SUZ12 499
SUZ12_161,GSK,-1,0.5077025668476173,1.8539574222138256e-5,SUZ12 499.5
SUZ12_161,GSK,0,1.4189705174106937,1.8539574222138256e-5,SUZ12 499.5
SUZ12_161,GSK,1,1.464867782012751,2.028490102772946e-5,SUZ12 499.5
SUZ12_161,GSK,2,-1.7927866103279202,2.7596400650546778e-5,SUZ12 499.5
SUZ12_161,GSK,3,1.8510265288580212,7.737420988138532e-6,SUZ12 499.5
SUZ12_162,GSK,-1,0.581388650671997,3.6277434102368166e-5,SUZ12 502.5
SUZ12_162,GSK,0,1.5498938947493657,3.6277434102368166e-5,SUZ12 502.5
SUZ12_162,GSK,1,1.9687668720686191,3.042730104159412e-5,SUZ12 502.5
SUZ12_162,GSK,2,-1.9044165888783458,5.519270030109484e-5,SUZ12 502.5
SUZ12_162,GSK,3,1.6798156688257175,2.3212300964415544e-5,SUZ12 502.5
SUZ12_163,GSK,-1,1.7493356204252606,1.136103428433428e-5,SUZ12 504
SUZ12_163,GSK,0,1.6166774640215493,1.136103428433428e-5,SUZ12 504
SUZ12_163,GSK,1,-3.639395492367184,2.028490102772946e-5,SUZ12 504
SUZ12_163,GSK,2,-1.307596692799334,1.3798200825273382e-5,SUZ12 504
SUZ12_163,GSK,3,10.1949990464423,9.99999998467e-13,SUZ12 504
SUZ12_164,GSK,-1,-0.9663777741593913,1.806233751553971e-5,SUZ12 509
SUZ12_164,GSK,0,1.4427365018252285,1.806233751553971e-5,SUZ12 509
SUZ12_164,GSK,1,2.0226884168903925,1.3523201018486215e-5,SUZ12 509
