sgRNA_ID,drug,rep,rdiff,prop,lab
SUZ12_164,GSK,2,-7.11789298241933,3.679510053406365e-5,SUZ12 509
SUZ12_164,GSK,3,2.196071243050764,3.868710994069266e-6,SUZ12 509
SUZ12_165,GSK,-1,-1.4942461131960898,6.691397639345015e-6,SUZ12 510
SUZ12_165,GSK,0,-3.23491358005036,6.691397639345015e-6,SUZ12 510
SUZ12_165,GSK,1,5.3014494373127965,1.000000001367e-12,SUZ12 510
SUZ12_165,GSK,2,-6.132455449806084,4.599390941757913e-6,SUZ12 510
SUZ12_165,GSK,3,-3.6517323270949817,1.547480097627713e-5,SUZ12 510
SUZ12_166,GSK,-1,-0.8454591948956338,6.528767642862443e-6,SUZ12 511
SUZ12_166,GSK,0,1.5661088175969786,6.528767642862443e-6,SUZ12 511
SUZ12_166,GSK,1,2.240956459298569,3.380811004621569e-6,SUZ12 511
SUZ12_166,GSK,2,-1.247746128951782,4.599390941757913e-6,SUZ12 511
SUZ12_166,GSK,3,-3.5295879150336886,1.1606100982207848e-5,SUZ12 511
SUZ12_167,GSK,-1,0.7009430772945966,1.636740756279279e-5,SUZ12 516
SUZ12_167,GSK,0,1.7223191718170952,1.636740756279279e-5,SUZ12 516
SUZ12_167,GSK,1,2.596257007460212,6.761621009243137e-6,SUZ12 516
SUZ12_167,GSK,2,-1.7080788973116063,2.299700070878898e-5,SUZ12 516
SUZ12_167,GSK,3,1.214651121735184,1.934360097034626e-5,SUZ12 516
SUZ12_168,GSK,-1,-1.4359680909949202,4.725370064002126e-5,SUZ12 520
SUZ12_168,GSK,0,1.2357713331335751,4.725370064002126e-5,SUZ12 520
SUZ12_168,GSK,1,2.1525170090773598,2.028490102772946e-5,SUZ12 520
SUZ12_168,GSK,2,-2.4234714960129793,8.278909995164163e-5,SUZ12 520
SUZ12_168,GSK,3,-4.036949786049141,3.868710094069268e-5,SUZ12 520
SUZ12_169,GSK,-1,3.4347650214555276,1.4844174174067393e-5,SUZ12 525
SUZ12_169,GSK,0,1.5660048587031419,1.4844174174067393e-5,SUZ12 525
SUZ12_169,GSK,1,10.688446100060217,1.000000001367e-12,SUZ12 525
SUZ12_169,GSK,2,-2.0231189631985464,3.679510053406365e-5,SUZ12 525
SUZ12_169,GSK,3,1.6389679275049118,7.737420988138532e-6,SUZ12 525
SUZ12_170,GSK,-1,0.41305737269604165,2.7007667491299054e-5,SUZ12 530
SUZ12_170,GSK,0,1.3634212077174734,2.7007667491299054e-5,SUZ12 530
SUZ12_170,GSK,1,1.7592338348952943,2.028490102772946e-5,SUZ12 530
SUZ12_170,GSK,2,-1.9457165913079324,4.139450047582144e-5,SUZ12 530
SUZ12_170,GSK,3,1.4256548745007631,1.934360097034626e-5,SUZ12 530
SUZ12_171,GSK,-1,0.2208985636812951,3.787004317000349e-6,SUZ12 531.5
SUZ12_171,GSK,0,1.5477649766435766,3.787004317000349e-6,SUZ12 531.5
SUZ12_171,GSK,1,-3.1568745429201233,6.761621009243137e-6,SUZ12 531.5
SUZ12_171,GSK,2,-1.2871717142677446,4.599390941757913e-6,SUZ12 531.5
SUZ12_171,GSK,3,5.106741948231753,9.99999998467e-13,SUZ12 531.5
SUZ12_172,GSK,-1,3.1683583788392755,2.5891434105940624e-5,SUZ12 534
SUZ12_172,GSK,0,1.2843433013132208,2.5891434105940624e-5,SUZ12 534
SUZ12_172,GSK,1,10.49057673879146,1.000000001367e-12,SUZ12 534
SUZ12_172,GSK,2,-1.9895078835024715,5.059330035933704e-5,SUZ12 534
SUZ12_172,GSK,3,1.004006281228837,2.7081000958484828e-5,SUZ12 534
SUZ12_173,GSK,-1,1.6348896472922438,5.888970939780883e-6,SUZ12 547
SUZ12_173,GSK,0,1.5554372522621567,5.888970939780883e-6,SUZ12 547
SUZ12_173,GSK,1,10.310731243556322,1.000000001367e-12,SUZ12 547
SUZ12_173,GSK,2,-2.148036617644592,1.3798200825273382e-5,SUZ12 547
SUZ12_173,GSK,3,-3.2580256840349984,3.868710994069266e-6,SUZ12 547
SUZ12_174,GSK,-1,-1.605352226334814,7.4221042537001495e-6,SUZ12 547.5
SUZ12_174,GSK,0,-3.4012934241133848,7.4221042537001495e-6,SUZ12 547.5
SUZ12_174,GSK,1,5.1903441757013535,1.000000001367e-12,SUZ12 547.5
SUZ12_174,GSK,2,-6.982918776619496,1.839760076703118e-5,SUZ12 547.5
SUZ12_174,GSK,3,-3.0234820780862997,3.868710994069266e-6,SUZ12 547.5
SUZ12_175,GSK,-1,-2.726235145093921,7.655704311069632e-6,SUZ12 558
SUZ12_175,GSK,0,1.1171493546343587,7.655704311069632e-6,SUZ12 558
SUZ12_175,GSK,1,-3.2120897688348715,6.761621009243137e-6,SUZ12 558
SUZ12_175,GSK,2,-1.3423869401824924,4.599390941757913e-6,SUZ12 558
SUZ12_175,GSK,3,-3.624228726264399,1.1606100982207848e-5,SUZ12 558
SUZ12_176,GSK,-1,2.9895884388281853,3.0662642945052366e-6,SUZ12 562
SUZ12_176,GSK,0,1.8048929554452817,3.0662642945052366e-6,SUZ12 562
SUZ12_176,GSK,1,10.291266369781646,1.000000001367e-12,SUZ12 562
SUZ12_176,GSK,2,-6.501044534924465,9.19879088351571e-6,SUZ12 562
SUZ12_176,GSK,3,5.178543481627375,9.99999998467e-13,SUZ12 562
SUZ12_177,GSK,-1,4.177814542152241,9.999999957236667e-13,SUZ12 568
SUZ12_177,GSK,0,5.148763432523258,9.999999957236667e-13,SUZ12 568
SUZ12_177,GSK,1,5.3030820076136616,1.000000001367e-12,SUZ12 568
SUZ12_177,GSK,2,2.051275499903034,9.999999873370002e-13,SUZ12 568
SUZ12_177,GSK,3,5.179086118940027,9.99999998467e-13,SUZ12 568
SUZ12_178,GSK,-1,-2.7464449653612926,1.0802904258321703e-5,SUZ12 571.5
SUZ12_178,GSK,0,1.0824086130661952,1.0802904258321703e-5,SUZ12 571.5
SUZ12_178,GSK,1,-3.348271283963289,1.0142401013864661e-5,SUZ12 571.5
SUZ12_178,GSK,2,-6.9176754026265215,1.839760076703118e-5,SUZ12 571.5
SUZ12_178,GSK,3,2.026611790505932,3.868710994069266e-6,SUZ12 571.5
SUZ12_179,GSK,-1,-1.603205600150339,6.44706429912679e-6,SUZ12 574
SUZ12_179,GSK,0,-3.2759168684632,6.44706429912679e-6,SUZ12 574
SUZ12_179,GSK,1,-3.363251557955713,1.0142401013864661e-5,SUZ12 574
SUZ12_179,GSK,2,-6.562976629523572,9.19879088351571e-6,SUZ12 574
SUZ12_179,GSK,3,5.116611387028268,9.99999998467e-13,SUZ12 574
SUZ12_180,GSK,-1,-4.415021374077101,1.0315764293196072e-5,SUZ12 576
SUZ12_180,GSK,0,-3.446506617834006,1.0315764293196072e-5,SUZ12 576
SUZ12_180,GSK,1,-3.283148849022007,1.0142401013864661e-5,SUZ12 576
SUZ12_180,GSK,2,-6.482873920589866,9.19879088351571e-6,SUZ12 576
SUZ12_180,GSK,3,-3.47904135261943,1.1606100982207848e-5,SUZ12 576
SUZ12_181,GSK,-1,3.0213394247534233,1.126937668207185e-6,SUZ12 577
SUZ12_181,GSK,0,2.144051632402492,1.126937668207185e-6,SUZ12 577
SUZ12_181,GSK,1,-2.837347530036017,3.380811004621569e-6,SUZ12 577
SUZ12_181,GSK,2,6.844775260602521,9.999999873370002e-13,SUZ12 577
SUZ12_181,GSK,3,5.056590543693766,9.99999998467e-13,SUZ12 577
SUZ12_182,GSK,-1,3.8540267358512055,1.5239667536930264e-5,SUZ12 577.5
SUZ12_182,GSK,0,2.1705477231865022,1.5239667536930264e-5,SUZ12 577.5
SUZ12_182,GSK,1,1.9350079612552262,1.3523201018486215e-5,SUZ12 577.5
SUZ12_182,GSK,2,-1.0332474801159055,3.219580059230458e-5,SUZ12 577.5
SUZ12_182,GSK,3,10.660319726414295,9.99999998467e-13,SUZ12 577.5
SUZ12_183,GSK,-1,0.8730216931150162,7.015907607988072e-6,SUZ12 585.5
SUZ12_183,GSK,0,1.7375566898225805,7.015907607988072e-6,SUZ12 585.5
SUZ12_183,GSK,1,2.2208052538197767,3.380811004621569e-6,SUZ12 585.5
SUZ12_183,GSK,2,-1.6227766320288912,1.3798200825273382e-5,SUZ12 585.5
SUZ12_183,GSK,3,2.021036457554163,3.868710994069266e-6,SUZ12 585.5
SUZ12_184,GSK,-1,1.3513434441804506,1.126937668207185e-6,SUZ12 589
SUZ12_184,GSK,0,-2.4370707382769865,1.126937668207185e-6,SUZ12 589
SUZ12_184,GSK,1,-2.8686783986270736,3.380811004621569e-6,SUZ12 589
SUZ12_184,GSK,2,1.8974490560657165,9.999999873370002e-13,SUZ12 589
SUZ12_184,GSK,3,5.025259675102709,9.99999998467e-13,SUZ12 589
SUZ12_185,GSK,-1,3.5310172639670294,7.259470923884249e-6,SUZ12 597.5
SUZ12_185,GSK,0,1.7358092924856372,7.259470923884249e-6,SUZ12 597.5
SUZ12_185,GSK,1,2.1563178436822916,3.380811004621569e-6,SUZ12 597.5
SUZ12_185,GSK,2,-1.8406944711442303,1.839760076703118e-5,SUZ12 597.5
SUZ12_185,GSK,3,10.277428419363027,9.99999998467e-13,SUZ12 597.5
SUZ12_186,GSK,-1,-1.469985991404556,4.0796667415701095e-5,SUZ12 598.5
SUZ12_186,GSK,0,1.0885761410361305,4.0796667415701095e-5,SUZ12 598.5
SUZ12_186,GSK,1,-3.5169070549865897,1.6904101023107905e-5,SUZ12 598.5
SUZ12_186,GSK,2,-2.0217018852388557,5.519270030109484e-5,SUZ12 598.5
SUZ12_186,GSK,3,1.128650966011777,5.029320092290053e-5,SUZ12 598.5
SUZ12_187,GSK,-1,-1.3825956086540576,3.4358767350778986e-5,SUZ12 599
SUZ12_187,GSK,0,1.0843852686315987,3.4358767350778986e-5,SUZ12 599
SUZ12_187,GSK,1,2.1820355304247108,1.0142401013864661e-5,SUZ12 599
SUZ12_187,GSK,2,-7.57754882035849,7.359030006812603e-5,SUZ12 599
SUZ12_187,GSK,3,1.2477264639716061,1.934360097034626e-5,SUZ12 599
SUZ12_188,GSK,-1,4.267147941726872,9.198800883515592e-6,SUZ12 607
SUZ12_188,GSK,0,1.2954835655833394,9.198800883515592e-6,SUZ12 607
SUZ12_188,GSK,1,5.061018848332963,1.000000001367e-12,SUZ12 607
SUZ12_188,GSK,2,-2.1814484774109326,2.7596400650546778e-5,SUZ12 607
SUZ12_188,GSK,3,9.921873454258586,9.99999998467e-13,SUZ12 607
SUZ12_189,GSK,-1,-1.5269171989031611,3.893826744215e-5,SUZ12 615
SUZ12_189,GSK,0,1.1537200025441106,3.893826744215e-5,SUZ12 615
SUZ12_189,GSK,1,-3.6787513732868318,2.3665701032351013e-5,SUZ12 615
SUZ12_189,GSK,2,-1.7711491122065293,5.059330035933704e-5,SUZ12 615
SUZ12_189,GSK,3,0.8691488887838776,4.2555800934761956e-5,SUZ12 615
SUZ12_190,GSK,-1,-4.251479491605407,9.838610919930427e-6,SUZ12 621
SUZ12_190,GSK,0,-3.401870919623895,9.838610919930427e-6,SUZ12 621
SUZ12_190,GSK,1,-2.6778462553816653,3.380811004621569e-6,SUZ12 621
SUZ12_190,GSK,2,-6.833175245299096,1.839760076703118e-5,SUZ12 621
SUZ12_190,GSK,3,-3.2434169741354593,7.737420988138532e-6,SUZ12 621
SUZ12_191,GSK,-1,1.904344915993216,8.711674251723239e-6,SUZ12 623
SUZ12_191,GSK,0,1.7864682767609321,8.711674251723239e-6,SUZ12 623
SUZ12_191,GSK,1,5.2919371633330465,1.000000001367e-12,SUZ12 623
SUZ12_191,GSK,2,-1.5032343989608186,1.839760076703118e-5,SUZ12 623
SUZ12_191,GSK,3,1.9243319836074202,7.737420988138532e-6,SUZ12 623
SUZ12_192,GSK,-1,1.274376593936152,1.533130980585971e-6,SUZ12 623
SUZ12_192,GSK,0,-2.6234804421171676,1.533130980585971e-6,SUZ12 623
SUZ12_192,GSK,1,5.1270101858669905,1.000000001367e-12,SUZ12 623
SUZ12_192,GSK,2,-6.30689470125189,4.599390941757913e-6,SUZ12 623
SUZ12_192,GSK,3,5.0030142971933556,9.99999998467e-13,SUZ12 623
SUZ12_193,GSK,-1,-1.639670151610862,6.44706429912679e-6,SUZ12 624.5
SUZ12_193,GSK,0,-3.312381419923723,6.44706429912679e-6,SUZ12 624.5
SUZ12_193,GSK,1,-3.3997161094162363,1.0142401013864661e-5,SUZ12 624.5
SUZ12_193,GSK,2,-6.599441180984095,9.19879088351571e-6,SUZ12 624.5
SUZ12_193,GSK,3,5.080146835567745,9.99999998467e-13,SUZ12 624.5
SUZ12_194,GSK,-1,5.843721131305024,9.999999957236667e-13,SUZ12 625
SUZ12_194,GSK,0,9.771699800886708,9.999999957236667e-13,SUZ12 625
SUZ12_194,GSK,1,5.307371765233359,1.000000001367e-12,SUZ12 625
SUZ12_194,GSK,2,2.0555652575227312,9.999999873370002e-13,SUZ12 625
SUZ12_194,GSK,3,10.168226371158983,9.99999998467e-13,SUZ12 625
SUZ12_195,GSK,-1,-1.2907537133196092,2.4511004196643432e-5,SUZ12 636.5
SUZ12_195,GSK,0,1.0937073185794897,2.4511004196643432e-5,SUZ12 636.5
SUZ12_195,GSK,1,2.19114934214876,3.380811004621569e-6,SUZ12 636.5
SUZ12_195,GSK,2,-1.791063305216915,2.7596400650546778e-5,SUZ12 636.5
SUZ12_195,GSK,3,-4.272347176890673,4.2555800934761956e-5,SUZ12 636.5
SUZ12_196,GSK,-1,-0.48890078565789014,5.076574315023438e-6,SUZ12 642
SUZ12_196,GSK,0,2.1812280920809517,5.076574315023438e-6,SUZ12 642
SUZ12_196,GSK,1,2.4539541831126215,6.761621009243137e-6,SUZ12 642
SUZ12_196,GSK,2,-6.178317337424552,4.599390941757913e-6,SUZ12 642
SUZ12_196,GSK,3,2.2576607973382603,3.868710994069266e-6,SUZ12 642
SUZ12_197,GSK,-1,0.11314816521583793,8.486423409868466e-5,SUZ12 680.5
SUZ12_197,GSK,0,1.1239360031559218,8.486423409868466e-5,SUZ12 680.5
SUZ12_197,GSK,1,1.7677272077929391,5.0712201069323583e-5,SUZ12 680.5
SUZ12_197,GSK,2,-2.216062706664128,4.139450047582144e-5,SUZ12 680.5
SUZ12_197,GSK,3,0.7877799945187027,1.6248600075090895e-4,SUZ12 680.5
SUZ12_198,GSK,-1,-1.3470069030441443,2.2661737457297508e-5,SUZ12 683
SUZ12_198,GSK,0,0.9239364956159815,2.2661737457297508e-5,SUZ12 683
SUZ12_198,GSK,1,-3.5869615922919236,1.3523201018486215e-5,SUZ12 683
SUZ12_198,GSK,2,-2.3954110245126237,5.059330035933704e-5,SUZ12 683
SUZ12_198,GSK,3,1.9413519076721142,3.868710994069266e-6,SUZ12 683
SUZ12_199,GSK,-1,1.4513777232816647,8.386407592091438e-6,SUZ12 688.5
SUZ12_199,GSK,0,1.2771615745981755,8.386407592091438e-6,SUZ12 688.5
SUZ12_199,GSK,1,1.7999076247843004,6.761621009243137e-6,SUZ12 688.5
SUZ12_199,GSK,2,-2.2895230913203863,1.839760076703118e-5,SUZ12 688.5
SUZ12_199,GSK,3,4.84374863638108,9.99999998467e-13,SUZ12 688.5
SUZ12_200,GSK,-1,-2.979095235273708,2.395210414630928e-5,SUZ12 689
SUZ12_200,GSK,0,0.8280214800579284,2.395210414630928e-5,SUZ12 689
SUZ12_200,GSK,1,-2.754264689825334,3.380811004621569e-6,SUZ12 689
SUZ12_200,GSK,2,-2.1950448159670906,4.139450047582144e-5,SUZ12 689
SUZ12_200,GSK,3,-3.9879762000287,2.7081000958484828e-5,SUZ12 689
SUZ12_201,GSK,-1,-0.24690815718529113,9.899104687458688e-4,SUZ12 689
SUZ12_201,GSK,0,-0.13830214942600594,9.899104687458688e-4,SUZ12 689
SUZ12_201,GSK,1,-0.3570402290270027,0.002880451004937577,SUZ12 689
SUZ12_201,GSK,2,-1.8921125395056257,5.059330035933704e-5,SUZ12 689
SUZ12_201,GSK,3,1.508428296976755,3.868710094069268e-5,SUZ12 689
SUZ12_202,GSK,-1,1.3515091323105415,1.533130980585971e-6,SUZ12 689.5
SUZ12_202,GSK,0,-2.546347903742778,1.533130980585971e-6,SUZ12 689.5
SUZ12_202,GSK,1,5.20414272424138,1.000000001367e-12,SUZ12 689.5
SUZ12_202,GSK,2,-6.2297621628775,4.599390941757913e-6,SUZ12 689.5
SUZ12_202,GSK,3,5.080146835567745,9.99999998467e-13,SUZ12 689.5
SUZ12_203,GSK,-1,-1.2802722164454163,1.4904470952105071e-5,SUZ12 696.5
SUZ12_203,GSK,0,1.0607389467184136,1.4904470952105071e-5,SUZ12 696.5
SUZ12_203,GSK,1,1.066787125171297,2.7046501036972567e-5,SUZ12 696.5
SUZ12_203,GSK,2,-1.89880735405857,1.3798200825273382e-5,SUZ12 696.5
SUZ12_203,GSK,3,-3.0087964204489763,3.868710994069266e-6,SUZ12 696.5
SUZ12_204,GSK,-1,0.4007193515113436,3.774033404638925e-5,SUZ12 697
SUZ12_204,GSK,0,1.3724802520128618,3.774033404638925e-5,SUZ12 697
SUZ12_204,GSK,1,2.452346759792257,1.0142401013864661e-5,SUZ12 697
SUZ12_204,GSK,2,-2.5903366391816744,6.439150018461042e-5,SUZ12 697
SUZ12_204,GSK,3,1.340147933923448,3.868710094069268e-5,SUZ12 697
SUZ12_205,GSK,-1,-1.657354776280388,4.910136733072354e-5,SUZ12 697
SUZ12_205,GSK,0,0.9317653146901452,4.910136733072354e-5,SUZ12 697
SUZ12_205,GSK,1,1.5736446053022501,3.042730104159412e-5,SUZ12 697
SUZ12_205,GSK,2,-7.6323446476067405,7.818970000988383e-5,SUZ12 697
SUZ12_205,GSK,3,1.0866357134633264,3.868710094069268e-5,SUZ12 697
SUZ12_206,GSK,-1,-4.488707674695144,7.4930709812537024e-6,SUZ12 705
SUZ12_206,GSK,0,-3.544997735320472,7.4930709812537024e-6,SUZ12 705
SUZ12_206,GSK,1,-3.552143707708191,1.0142401013864661e-5,SUZ12 705
SUZ12_206,GSK,2,-6.382189761169455,4.599390941757913e-6,SUZ12 705
SUZ12_206,GSK,3,-3.5317895552077867,7.737420988138532e-6,SUZ12 705
SUZ12_207,GSK,-1,-1.403156789491909,4.0357574230453606e-5,SUZ12 709
SUZ12_207,GSK,0,1.0120284703848654,4.0357574230453606e-5,SUZ12 709
SUZ12_207,GSK,1,0.9172454889359151,8.11395011109177e-5,SUZ12 709
SUZ12_207,GSK,2,-1.818422239844937,3.219580059230458e-5,SUZ12 709
SUZ12_207,GSK,3,-3.3082936175667053,7.737420988138532e-6,SUZ12 709
SUZ12_208,GSK,-1,0.25558761022135495,2.8095930083441527e-4,SUZ12 720.5
SUZ12_208,GSK,0,0.3578135445408781,2.8095930083441527e-4,SUZ12 720.5
SUZ12_208,GSK,1,2.1563178436822916,3.380811004621569e-6,SUZ12 720.5
SUZ12_208,GSK,2,-2.991227983799847,8.278909905164164e-4,SUZ12 720.5
SUZ12_208,GSK,3,1.60167297078162,1.1606100982207848e-5,SUZ12 720.5
SUZ12_209,GSK,-1,0.3230017744656297,1.1892573351676926e-4,SUZ12 727
SUZ12_209,GSK,0,1.4596346669699314,1.1892573351676926e-4,SUZ12 727
SUZ12_209,GSK,1,2.2221928303300587,6.761620109243135e-5,SUZ12 727
SUZ12_209,GSK,2,-2.3073842665789903,1.885749986120748e-4,SUZ12 727
SUZ12_209,GSK,3,1.0541967596458208,1.0058600084580166e-4,SUZ12 727
SUZ12_210,GSK,-1,-0.8475510721462208,6.772340958758604e-6,SUZ12 727
SUZ12_210,GSK,0,1.5956258033011421,6.772340958758604e-6,SUZ12 727
SUZ12_210,GSK,1,2.290008702717571,3.380811004621569e-6,SUZ12 727
SUZ12_210,GSK,2,-1.5683729036393748,9.19879088351571e-6,SUZ12 727
SUZ12_210,GSK,3,-3.2642890155168587,7.737420988138532e-6,SUZ12 727
SUZ12_211,GSK,-1,3.091994241848732,2.5791409960461735e-6,SUZ12 727.5
SUZ12_211,GSK,0,2.2129467762321506,2.5791409960461735e-6,SUZ12 727.5
SUZ12_211,GSK,1,10.607051754007124,1.000000001367e-12,SUZ12 727.5
SUZ12_211,GSK,2,2.000314572492828,9.999999873370002e-13,SUZ12 727.5
SUZ12_211,GSK,3,-3.331383600953756,7.737420988138532e-6,SUZ12 727.5
Control_001,EED,-1,-1.3111945544136243,2.689036410462226e-5,POS_CTL -1
Control_001,EED,0,0.6733383075207674,2.689036410462226e-5,POS_CTL -1
Control_001,EED,1,0.9625757949182708,2.1271601019931492e-5,POS_CTL -1
Control_001,EED,2,-0.7387863496180229,5.234280029635574e-5,POS_CTL -1
Control_001,EED,3,-4.157373108541121,7.056690997579554e-6,POS_CTL -1
Control_002,EED,-1,0.200099143261899,9.179889990914548e-5,POS_CTL -1
Control_002,EED,0,0.29158613940146116,9.179889990914548e-5,POS_CTL -1
Control_002,EED,1,1.2440967002284724,1.7017301015945212e-5,POS_CTL -1
Control_002,EED,2,-1.3019504780791848,2.4426599771633215e-4,POS_CTL -1
Control_002,EED,3,0.6581512076364094,1.41134009951591e-5,POS_CTL -1
Control_003,EED,-1,0.884460450384036,1.1246314258733537e-5,POS_CTL -1
Control_003,EED,0,1.2768343649013787,1.1246314258733537e-5,POS_CTL -1
Control_003,EED,1,1.3642186726834133,1.2763001011958932e-5,POS_CTL -1
Control_003,EED,2,-0.0750395089134065,1.74476007654519e-5,POS_CTL -1
Control_003,EED,3,1.364202187382101,3.5283409987897786e-6,POS_CTL -1
Control_004,EED,-1,0.3233797336651032,1.7912846560621623e-4,NEG_CTL -1
Control_004,EED,0,0.3682799131898603,1.7912846560621623e-4,NEG_CTL -1
Control_004,EED,1,1.2759032500528342,4.6797601043849354e-5,NEG_CTL -1
Control_004,EED,2,-1.3424396896866684,4.623609947844811e-4,NEG_CTL -1
Control_004,EED,3,1.0366756406291437,2.8226800990318205e-5,NEG_CTL -1
Control_005,EED,-1,0.4143389473802362,2.6445099913708107e-4,NEG_CTL -1
Control_005,EED,0,0.8715983367578344,2.6445099913708107e-4,NEG_CTL -1
Control_005,EED,1,1.1772994546261724,2.2122500120728782e-4,NEG_CTL -1
Control_005,EED,2,-0.5072892696053171,4.2746599525357457e-4,NEG_CTL -1
Control_005,EED,3,0.5730066571198532,1.446620009503809e-4,NEG_CTL -1
Control_006,EED,-1,0.3447675492927554,0.001982105608770939,NEG_CTL -1
Control_006,EED,0,-0.019351835102074277,0.001982105608770939,NEG_CTL -1
Control_006,EED,1,1.6280922793774926,1.6166400115147917e-4,NEG_CTL -1
Control_006,EED,2,-1.7680486012276466,0.005714085924185543,NEG_CTL -1
Control_006,EED,3,1.1742589697284203,7.056690097579555e-5,NEG_CTL -1
Control_007,EED,-1,0.45299477134012417,6.825931886437346e-4,NEG_CTL -1
Control_007,EED,0,-0.26397019567207436,6.825931886437346e-4,NEG_CTL -1
Control_007,EED,1,1.7560238658342802,2.552590102391777e-5,NEG_CTL -1
Control_007,EED,2,-2.0014656349587434,0.0020151969739097067,NEG_CTL -1
Control_007,EED,3,1.6044260831448358,7.056690997579554e-6,NEG_CTL -1
Control_008,EED,-1,0.33301540237956534,1.7729809889300665e-4,NEG_CTL -1
Control_008,EED,0,0.563994138470118,1.7729809889300665e-4,NEG_CTL -1
Control_008,EED,1,1.73506842288484,2.552590102391777e-5,NEG_CTL -1
Control_008,EED,2,-1.01545216729638,4.710849946672044e-4,NEG_CTL -1
Control_008,EED,3,0.2794299515502361,3.5283400987897794e-5,NEG_CTL -1
Control_009,EED,-1,0.5467341703564398,2.943680974615308e-4,NEG_CTL -1
Control_009,EED,0,0.48699606062160417,2.943680974615308e-4,NEG_CTL -1
Control_009,EED,1,1.6134282153111883,6.806920106378085e-5,NEG_CTL -1
Control_009,EED,2,-1.2450676000439422,7.938649903280729e-4,NEG_CTL -1
Control_009,EED,3,1.2718418958020732,2.1170100992738653e-5,NEG_CTL -1
Control_010,EED,-1,0.414249126989268,3.0910363136850324e-4,NEG_CTL -1
Control_010,EED,0,0.7448360947480563,3.0910363136850324e-4,NEG_CTL -1
Control_010,EED,1,1.1638439609285003,1.744270011634381e-4,NEG_CTL -1
Control_010,EED,2,-0.7576886722845855,6.717319919699068e-4,NEG_CTL -1
Control_010,EED,3,0.8365920923238893,8.11519009721649e-5,NEG_CTL -1
Control_011,EED,-1,-1.0215534967098188,1.7007810540069904e-4,NEG_CTL -1
Control_011,EED,0,-4.241160185095673,1.7007810540069904e-4,NEG_CTL -1
Control_011,EED,1,-1.699918616333511,4.254321003986299e-6,NEG_CTL -1
Control_011,EED,2,-6.455449117757322,5.059799941981108e-4,NEG_CTL -1
Control_011,EED,3,5.0907072439613765,9.99999999657e-13,NEG_CTL -1
Control_012,EED,-1,0.7543471839304893,1.992886990360473e-4,NEG_CTL -1
Control_012,EED,0,0.9895452303210577,1.992886990360473e-4,NEG_CTL -1
Control_012,EED,1,1.5486183828305624,1.1061200110364345e-4,NEG_CTL -1
Control_012,EED,2,-0.6039830800670845,4.4491399501902113e-4,NEG_CTL -1
Control_012,EED,3,1.31840624902799,4.234010098547734e-5,NEG_CTL -1
Control_013,EED,-1,-0.5002508689948645,5.32151660512952e-4,NEG_CTL -1
Control_013,EED,0,-7.022480878387276,5.32151660512952e-4,NEG_CTL -1
Control_013,EED,1,3.976007174433597,1.000000000937e-12,NEG_CTL -1
Control_013,EED,2,-8.942761534259377,0.0015964549795388558,NEG_CTL -1
Control_013,EED,3,3.4660017528411866,9.99999999657e-13,NEG_CTL -1
Control_014,EED,-1,0.773981204122106,1.345772667353201e-4,NEG_CTL -1
Control_014,EED,0,1.1104746505903316,1.345772667353201e-4,NEG_CTL -1
Control_014,EED,1,1.1271040225500972,1.5741000114749318e-4,NEG_CTL -1
Control_014,EED,2,-0.25519059046220727,2.180949980681489e-4,NEG_CTL -1
Control_014,EED,3,1.4500301802784281,2.8226800990318205e-5,NEG_CTL -1
Control_015,EED,-1,0.9440798672310874,6.744468617885324e-4,NEG_CTL -1
Control_015,EED,0,1.1361638678034802,6.744468617885324e-4,NEG_CTL -1
Control_015,EED,1,1.0595751768783046,6.041140015660548e-4,NEG_CTL -1
Control_015,EED,2,-0.49241007730442554,0.0013521879828225368,NEG_CTL -1
Control_015,EED,3,2.265074502119383,6.703860097700575e-5,NEG_CTL -1
Control_016,EED,-1,0.10815113464485464,7.440803266952536e-4,NEG_CTL -1
Control_016,EED,0,0.35061022345278503,7.440803266952536e-4,NEG_CTL -1
Control_016,EED,1,0.8969686069468905,3.7438000135079405e-4,NEG_CTL -1
Control_016,EED,2,-1.205222298664017,0.001727311977779745,NEG_CTL -1
Control_016,EED,3,0.6327070956516905,1.305490009552217e-4,NEG_CTL -1
Control_017,EED,-1,0.14223433005819866,9.322630052366684e-4,NEG_CTL -1
Control_017,EED,0,-0.76769171301381,9.322630052366684e-4,NEG_CTL -1
Control_017,EED,1,1.8467175924925103,8.508651007972606e-6,NEG_CTL -1
Control_017,EED,2,-2.485523976974148,0.0027741669637068736,NEG_CTL -1
Control_017,EED,3,1.0655093746562336,1.41134009951591e-5,NEG_CTL -1
Control_018,EED,-1,0.07022800269337426,7.681908577128277e-4,NEG_CTL -1
Control_018,EED,0,-0.2515476786861026,7.681908577128277e-4,NEG_CTL -1
Control_018,EED,1,1.2082201046333378,5.5306201051821915e-5,NEG_CTL -1
Control_018,EED,2,-1.8830759626528992,0.002224567971095133,NEG_CTL -1
Control_018,EED,3,0.8855398660996842,2.4698400991528447e-5,NEG_CTL -1
Control_019,EED,-1,0.7421592450226336,1.1916643313514398e-4,NEG_CTL -1
Control_019,EED,0,1.0178950838157834,1.1916643313514398e-4,NEG_CTL -1
Control_019,EED,1,1.635017747161015,5.5306201051821915e-5,NEG_CTL -1
